codigo_ocorrencia,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_fase_operacao_icao,aeronave_tipo_operacao,aeronave_nivel_dano,total_fatalidades,aeronave_dia_extracao
201511256969007,PRAKA,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,0,2015,FRAN«A,BRASIL,TPR,REGULAR,SBPA,SBUG,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201706091333126,PRAKC,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,77,2015,FRAN«A,BRASIL,TPR,REGULAR,SBMO,SBRF,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201903291611568,PRAKF,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT73,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2015,FRAN«A,BRASIL,TPR,REGULAR,SBNF,SBPA,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201504118884228,PRAPG,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,210L,C210,PIST√O,MONOMOTOR,1724,AT… 2250 KG,6,1973,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,****,****,INDETERMINADA,UNKNOWN,VOO PRIVADO,DESTRU√çDA,1,5/31/2019
201808291842209,PRAQA,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,SBSR,SBKP,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201712071207407,PRAQA,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,SBCF,SBQV,POUSO,LANDING,VOO REGULAR,LEVE,0,5/31/2019
201903151219308,PRAQA,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,SNBR,SBCF,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201401278814115,PRAQE,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201808201112126,PRAQI,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2013,FRAN«A,BRASIL,TPR,REGULAR,SBAU,SBRF,POUSO,LANDING,VOO REGULAR,NENHUM,0,5/31/2019
201706262049538,PRAQL,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2013,FRAN«A,BRASIL,TPR,REGULAR,SBSP,SBLO,APROXIMA«√O FINAL,APPROACH,VOO REGULAR,LEVE,0,5/31/2019
201905021425584,PRAQL,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2013,FRAN«A,BRASIL,TPR,REGULAR,SBSR,SBCY,DESCIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201502084000220,PRAQL,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2013,FRAN«A,BRASIL,TPR,REGULAR,SBKP,SSTL,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201903212112105,PRAQN,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2013,FRAN«A,BRASIL,TPR,REGULAR,SBCT,SBLO,OPERA«√O DE SOLO,STANDING,VOO REGULAR,NENHUM,0,5/31/2019
201905131217142,PRAQQ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2014,N√O IDENTIFICADO,BRASIL,TPR,REGULAR,SBKP,SBAU,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201610311107301,PRAQQ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2014,N√O IDENTIFICADO,BRASIL,TPR,REGULAR,SBKP,SBKP,SUBIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201901171039141,PRAQQ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2014,N√O IDENTIFICADO,BRASIL,TPR,REGULAR,SBKP,SBLO,CRUZEIRO,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201705101849272,PRAQV,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A ,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2014,N√O IDENTIFICADO,BRASIL,TPR,REGULAR,SBKP,SBUL,APROXIMA«√O FINAL,APPROACH,VOO REGULAR,NENHUM,0,5/31/2019
201903061701245,PRAQV,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A ,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2014,N√O IDENTIFICADO,BRASIL,TPR,REGULAR,SBRP,SBKP,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201903131751063,PRAQV,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A ,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2014,N√O IDENTIFICADO,BRASIL,TPR,REGULAR,SBKP,SBRP,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
201810181229598,PRAQZ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2015,FRAN«A,BRASIL,TPR,REGULAR,SBQV,SBCF,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201812231049075,PRAQZ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2015,FRAN«A,BRASIL,TPR,REGULAR,SBRF,SBMO,DESCIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201512155909654,PRARK,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,G58,BE58,PIST√O,BIMOTOR,2495,ENTRE 2250 E 5700 KG,6,2005,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBUR,SWGN,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201711211516042,PRARV,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,A185F,C185,PIST√O,MONOMOTOR,1520,AT… 2250 KG,4,1984,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBAU,SDRR,OUTRA FASE,UNKNOWN,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201804182259285,PRATD,OPERADOR DE AERONAVE,AVI√O,CESSNA AIRCRAFT,A188B,C188,PIST√O,MONOMOTOR,1900,AT… 2250 KG,1,1977,ESTADOS UNIDOS,BRASIL,SAE-AG,AGRÕCOLA,SJQN,####,DECOLAGEM,TAKEOFF,OPERA«√O AGRÕCOLA,SUBSTANCIAL,0,5/31/2019
201904011545444,PRATD,OPERADOR DE AERONAVE,AVI√O,CESSNA AIRCRAFT,A188B,C188,PIST√O,MONOMOTOR,1900,AT… 2250 KG,1,1977,ESTADOS UNIDOS,BRASIL,SAE-AG,AGRÕCOLA,****,****,DECOLAGEM,TAKEOFF,OPERA«√O AGRÕCOLA,LEVE,0,5/31/2019
201505217794266,PRATM,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,172RG,C72R,PIST√O,MONOMOTOR,1202,AT… 2250 KG,4,1981,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBGO,SBGV,POUSO,LANDING,VOO PRIVADO,SUBSTANCIAL,0,5/31/2019
201505206457769,PRATN,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,172RG,C72R,PIST√O,MONOMOTOR,1202,AT… 2250 KG,4,1981,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SWPY,SBBR,CRUZEIRO,EN ROUTE,VOO PRIVADO,NENHUM,0,5/31/2019
201505247759457,PRATQ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,SBKP,SBUR,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201411198975396,PRATU,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,****,****,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201406083891958,PRATU,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,****,****,APROXIMA«√O FINAL,APPROACH,VOO REGULAR,NENHUM,0,5/31/2019
201707241359064,PRATU,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,SBCF,SBGV,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201706071742009,PRATU,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOHELICE,BIMOTOR,23000,ACIMA DE 5700 KG,75,2012,FRAN«A,BRASIL,TPR,REGULAR,SBKP,SBCA,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201703292033475,PRAUA,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2013,BRASIL,BRASIL,TPR,REGULAR,SBKP,SBRJ,SUBIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201901141755313,PRAUB,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2014,BRASIL,BRASIL,TPR,REGULAR,SBJP,SBKP,DECOLAGEM,TAKEOFF,VOO REGULAR,SUBSTANCIAL,0,5/31/2019
201807101308366,PRAUC,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2014,BRASIL,BRASIL,TPR,REGULAR,SBBE,SBFZ,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201706081425468,PRAUE,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,0,2014,BRASIL,BRASIL,TPR,REGULAR,SBKP,SBCT,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201905021209244,PRAUI,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,0,2014,BRASIL,BRASIL,TPR,REGULAR,SBGL,SBKP,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201705151501216,PRAUJ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,0,BRASIL,BRASIL,TPR,REGULAR,SBRJ,SBSP,ESTACIONAMENTO,STANDING,VOO REGULAR,LEVE,0,5/31/2019
201507109640183,PRAUJ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,0,BRASIL,BRASIL,TPR,REGULAR,SBPA,SBSP,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201612052230114,PRAUN,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,0,BRASIL,BRASIL,TPR,REGULAR,SBSL,SBRF,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201706071507179,PRAUN,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,0,BRASIL,BRASIL,TPR,REGULAR,SBPA,SBGR,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201702211735492,PRAUO,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2015,BRASIL,BRASIL,TPR,REGULAR,SBCF,SBVT,DESCIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201808151757205,PRAUP,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,0,BRASIL,BRASIL,TPR,REGULAR,SBCG,SBPV,POUSO,LANDING,VOO REGULAR,NENHUM,0,5/31/2019
201905091340079,PRAUQ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2015,BRASIL,BRASIL,TPR,REGULAR,SBCF,SBSV,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201905081146569,PRAUQ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2015,BRASIL,BRASIL,TPR,REGULAR,SBKP,SBCY,SUBIDA,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201703102149079,PRAUQ,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2015,BRASIL,BRASIL,TPR,REGULAR,SBPA,SBSP,SA√çDA IFR,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201506075656446,PRAVG,OPERADOR PARTICULAR,AVI√O,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOHELICE,BIMOTOR,4581,ENTRE 2250 E 5700 KG,8,2008,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBBH,SSOQ,DECOLAGEM,TAKEOFF,VOO PRIVADO,DESTRU√çDA,3,5/31/2019
201408089141113,PRAVU,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,172,2011,FRAN«A,BRASIL,TPR,REGULAR,****,****,APROXIMA«√O FINAL,APPROACH,VOO REGULAR,NENHUM,0,5/31/2019
201504115041562,PRAVU,OPERADOR DE AERONAVE,AVI√O,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,ACIMA DE 5700 KG,172,2011,FRAN«A,BRASIL,TPR,REGULAR,SBRF,SBSV,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201805021421302,PRAXL,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2012,BRASIL,BRASIL,TPR,REGULAR,SSKW,SBCY,T¡XI,TAXI,VOO REGULAR,NENHUM,0,5/31/2019
201405144597530,PRAXN,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2012,BRASIL,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,NENHUM,0,5/31/2019
201705092118565,PRAXN,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2012,BRASIL,BRASIL,TPR,REGULAR,SBPF,SBKP,SUBIDA,EN ROUTE,VOO REGULAR,LEVE,0,5/31/2019
201901281759041,PRAXP,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2013,BRASIL,BRASIL,TPR,REGULAR,SBGO,SBRF,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201805041620542,PRAXR,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2013,BRASIL,BRASIL,TPR,REGULAR,SBCF,SBSL,CRUZEIRO,EN ROUTE,VOO REGULAR,NENHUM,0,5/31/2019
201610261727143,PRAXS,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2013,BRASIL,BRASIL,TPR,REGULAR,SBPA,SBKP,T¡XI,TAXI,VOO REGULAR,LEVE,0,5/31/2019
201711271833487,PRAXS,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2013,BRASIL,BRASIL,TPR,REGULAR,SBKP,SBPA,POUSO,LANDING,VOO REGULAR,LEVE,0,5/31/2019
201609141311494,PRAXV,OPERADOR DE AERONAVE,AVI√O,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,ACIMA DE 5700 KG,125,2013,BRASIL,BRASIL,TPR,REGULAR,SBKP,SBCT,T¡XI,TAXI,VOO REGULAR,NENHUM,0,5/31/2019
201109224537980,PRAZZ,OPERADOR DE AERONAVE,AVI√O,AEROSPATIALE AND ALENIA,ATR-72-202,AT72,TURBOHELICE,BIMOTOR,22000,ACIMA DE 5700 KG,73,1990,FRAN«A,BRASIL,TPR,REGULAR,****,****,DECOLAGEM,TAKEOFF,VOO REGULAR,LEVE,0,5/31/2019
201707241922372,PRBAR,OPERADOR DE AERONAVE,HELICOPTERO,ROBINSON HELICOPTER,R44 II,R44,PIST√O,MONOMOTOR,1134,AT… 2250 KG,4,2006,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SBJR,SBJR,CRUZEIRO,EN ROUTE,T¡XI A…REO,LEVE,0,5/31/2019
201811051242312,PRBCO,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,680,C680,JATO,BIMOTOR,13744,ACIMA DE 5700 KG,11,2007,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBGO,SBJD,ESTACIONAMENTO,STANDING,VOO PRIVADO,LEVE,0,5/31/2019
201812111153274,PRBDD,OPERADOR PARTICULAR,AVI√O,BEECH AIRCRAFT,95-B55,BE55,PIST√O,BIMOTOR,2268,ENTRE 2250 E 5700 KG,6,1980,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBBH,SNDU,POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201511062725598,PRBEE,OPERADOR DE AERONAVE,AVI√O,CESSNA AIRCRAFT,560 ULTRA,C560,JATO,BIMOTOR,7394,ACIMA DE 5700 KG,10,1996,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SBRF,SBCY,CORRIDA APOS POUSO,LANDING,T¡XI A…REO,NENHUM,0,5/31/2019
201708091430498,PRBEM,OPERADOR PARTICULAR,AVI√O,CESSNA AIRCRAFT,LC42-550FG,COL3,PIST√O,MONOMOTOR,1542,AT… 2250 KG,4,2003,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SNAR,SWFR,CORRIDA APOS POUSO,LANDING,VOO PRIVADO,LEVE,0,5/31/2019
201807261416534,PRBEN,OPERADOR PARTICULAR,HELICOPTERO,ROBINSON HELICOPTER,R44 II,R44,PIST√O,MONOMOTOR,1134,AT… 2250 KG,4,2009,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBMT,SJBM,POUSO,LANDING,VOO PRIVADO,NENHUM,0,5/31/2019
201511065373259,PRBFA,OPERADOR PARTICULAR,AVI√O,PIPER AIRCRAFT,PA-34-220T,PA34,PIST√O,BIMOTOR,2155,AT… 2250 KG,6,2011,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBBP,SDRR,T¡XI,TAXI,VOO PRIVADO,LEVE,0,5/31/2019
201201064216294,PRBGF,OPERADOR PARTICULAR,HELICOPTERO,EUROCOPTER FRANCE,EC 120 B,EC20,TURBOEIXO,MONOMOTOR,1715,AT… 2250 KG,5,2000,FRAN«A,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,EN ROUTE,VOO PRIVADO,LEVE,0,5/31/2019
201701042040563,PRBGG,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,ENTRE 2250 E 5700 KG,14,2005,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SBJR,****,APROXIMA«√O FINAL,APPROACH,T¡XI A…REO,NENHUM,0,5/31/2019
201512034067525,PRBGK,OPERADOR DE AERONAVE,HELICOPTERO,EUROCOPTER FRANCE,EC 225 LP,EC25,TURBOEIXO,BIMOTOR,11000,ACIMA DE 5700 KG,21,2011,FRAN«A,BRASIL,TPX,T¡XI A…REO,SBFS,SBFS,CIRCUITO DE TR√ÅFEGO,APPROACH,T¡XI A…REO,NENHUM,0,5/31/2019
201404073714533,PRBGM,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,ACIMA DE 5700 KG,21,2011,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201808231731273,PRBGM,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,ACIMA DE 5700 KG,21,2011,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SBCB,SBCB,DECOLAGEM,TAKEOFF,T¡XI A…REO,NENHUM,0,5/31/2019
201208155254868,PRBGM,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,ACIMA DE 5700 KG,21,2011,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,****,****,DECOLAGEM,TAKEOFF,T¡XI A…REO,NENHUM,0,5/31/2019
201602171412327,PRBGN,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,ACIMA DE 5700 KG,21,2011,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SBCB,SBCB,DECOLAGEM VERTICAL,TAKEOFF,T¡XI A…REO,LEVE,0,5/31/2019
201412177966702,PRBGR,OPERADOR DE AERONAVE,HELICOPTERO,EUROCOPTER FRANCE,EC 225 LP,EC25,TURBOEIXO,BIMOTOR,11000,ACIMA DE 5700 KG,0,2013,FRAN«A,BRASIL,TPX,T¡XI A…REO,SBFS,9PPF,PAIRADO,EN ROUTE,T¡XI A…REO,SUBSTANCIAL,0,5/31/2019
201707211341109,PRBGT,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,ACIMA DE 5700 KG,21,2013,ESTADOS UNIDOS,BRASIL,TPX,T¡XI A…REO,SBCB,SBCB,CRUZEIRO,EN ROUTE,VOO N√O REGULAR,NENHUM,0,5/31/2019
201712261100279,PRBGT,OPERADOR DE AERONAVE,HELICOPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,ACIMA DE 5700 KG,21,2013,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBCB,9PFJ,DECOLAGEM,TAKEOFF,VOO PRIVADO,LEVE,0,5/31/2019
201702231334068,PRBGY,OPERADOR DE AERONAVE,HELICOPTERO,AGUSTA,AW139,A139,TURBOEIXO,BIMOTOR,6400,ACIMA DE 5700 KG,14,0,N√O IDENTIFICADO,BRASIL,TPX,T¡XI A…REO,SBME,9PFL,CRUZEIRO,EN ROUTE,T¡XI A…REO,NENHUM,0,5/31/2019
201403116070356,PRBIA,OPERADOR PARTICULAR,HELICOPTERO,AGUSTA,A109S,A109,TURBOEIXO,BIMOTOR,3175,ENTRE 2250 E 5700 KG,8,2006,IT√ÅLIA,BRASIL,TPP,PARTICULAR,****,****,CRUZEIRO,EN ROUTE,VOO PRIVADO,LEVE,0,5/31/2019
201811191207518,PRBKP,OPERADOR PARTICULAR,AVI√O,CIRRUS DESIGN,SR22,SR22,PIST√O,MONOMOTOR,1542,AT… 2250 KG,4,2010,ESTADOS UNIDOS,BRASIL,TPP,PARTICULAR,SBMT,SNVU,DECOLAGEM,TAKEOFF,VOO PRIVADO,NENHUM,0,5/31/2019
201807041157358,PRBOA,ORG√O P√öBLICO,HELICOPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,AT… 2250 KG,6,2007,BRASIL,BRASIL,ADE,ADMINISTRA«√O DIRETA,SBBH,SBBH,POUSO,LANDING,OPERA«√O POLICIAL,LEVE,0,5/31/2019
